Item name;Variations;Option set 1;Option 1;Option set 2;Option 2;Option set 3;Option 3;Option set 4;Option 4;Is variation visible? (Yes/No);Price;Cost price;Variable price? (Yes/No);Tax rate (%);On sale in Online Store?;Regular price (before sale);Set up different prices and VAT for takeaway;Takeaway price;Takeaway tax rate;Unit;Track inventory? (Yes/No);Quantity;Low stock threshold;SKU;Barcode;Modifiers;Description (Online Store and Invoices only);Category;Display item at Checkout? (Yes/No);Display colour in POS checkout;Image 1;Image 2;Image 3;Image 4;Image 5;Image 6;Image 7;Display item in Online Store? (Yes/No);SEO title (Online Store only);SEO description (Online Store only);Shipping weight [kg] (Online Store only);Display service in Bookings? (Yes/No);Duration [minutes] (Bookings only);Location [business/customer] (Bookings only);Item id (Do not change);Variant id (Do not change);
TORRIDEN - balanceful LHA acné;;;;;;;;;;Yes;22.90;;No;20.00;No;;No;;;each.each;Yes;1;2;;;;;Torriden;Yes;Light green;https://images.sumup.com/img_3ANB68X60R933V52HYBBNEA9S8;;;;;;;Yes;TORRIDEN - balanceful LHA acné;;;Yes;45;business;AAD2D057-415D-4F3B-8BCD-CBBEA3691B0D;226907AD-130A-43FA-A2CA-A2C5FE23DB38;
Tir tir niacinamide 20%;;;;;;;;;;Yes;24.99;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;TIRTIR;Yes;;https://images.sumup.com/img_1K9QTXACZ190AACQ2PARS8B3R0;;;;;;;Yes;Tir tir niacinamide 20%;;;Yes;45;business;4b0aab97-d8e0-4c0e-bdf8-1ae21a545019;3ceda831-3dfa-4121-8cf1-5c65cf3fbbef;
Tirtir Light toner;;;;;;;;;;Yes;25.50;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;TIRTIR;Yes;;https://images.sumup.com/img_6YJ2PKH4JB8CXVTG8S7MR7PRBT;;;;;;;Yes;Tirtir Light toner;;;Yes;45;business;11ee6df5-7325-4d09-8004-7864d144e8cc;ba787a86-d424-4e01-924d-858a7c61b5bb;
Tocobo - Cleansing Oil ;;;;;;;;;;Yes;21.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;Tocobo;Yes;;https://images.sumup.com/img_7Z5ZX0Y45S9PWR0K2S7P6H41Y6;;;;;;;No;;;;No;45;business;D10B65FA-E5B5-46F5-89C0-BBAA19070397;FA8D2D4F-3A6E-4D5E-B444-6C635ACED973;
Tocobo lemon scrub lips;;;;;;;;;;Yes;15.99;;No;20.00;No;;No;;;each.each;No;0;0;;;;;Tocobo;Yes;;https://images.sumup.com/img_66R9XKRP9K994S69X1PT8VGRDS;;;;;;;Yes;Tocobo lemon scrub lips;;;Yes;45;business;6aca15fc-b5c9-4139-b7fb-3c3827913701;8e8dfbd8-ebdc-40e9-b202-c23d6c2a0341;
Toner manyo pore ;;;;;;;;;;Yes;21.90;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;Ma:nyo;Yes;;;;;;;;;Yes;Toner manyo pore ;;;Yes;45;business;a85616e6-d963-4b7c-b036-8de2579fa9fe;53047274-c8ff-4fd6-91a3-12e7d86d308b;
Torriden - Dive in Cleansing Foam;;;;;;;;;;Yes;20.90;;No;20.00;No;;No;;;each.each;Yes;11;0;;;;;Torriden;Yes;;https://images.sumup.com/img_7QYC6TA98M898B84NC1YJ1NDWQ;;;;;;;Yes;;;;Yes;45;business;A7719655-78B9-4AC5-83EB-0B3DC88481C5;7FAB78CE-64BC-4134-B0EE-50AD780CFD78;
Torriden Firmin eyes cream;;;;;;;;;;Yes;25.50;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;Torriden;Yes;Pink;https://images.sumup.com/img_087MNCB7M19TR840PR1XF2J0GF;;;;;;;Yes;Torriden Firmin eyes cream;;;Yes;45;business;ec57925e-a335-4761-a315-2000c20f90a2;98ae7f5a-2a52-45ea-bc62-829206810cf0;
Torriden Firming cream;;;;;;;;;;Yes;24.50;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;Torriden;Yes;Pink;https://images.sumup.com/img_20VH24XB388EMV9E6ZBQQB6PT5;;;;;;;Yes;Torriden Firming cream;;;Yes;45;business;d2573b1f-4ee5-4a76-991b-cc5960395110;c8ffd3c0-b5ff-466f-b7da-4485a7132744;
Torriden azelaic acid serum;;;;;;;;;;Yes;25.90;;No;20.00;No;;No;;;each.each;Yes;3;0;;;;;Torriden ;Yes;Light green;https://images.sumup.com/img_49Z65XF3E295BTVZNQS9FRJZ9F;;;;;;;Yes;Torriden azelaic acid serum;;;Yes;45;business;9358e4b7-671a-4215-ab98-c251f74c89ed;699daff3-6a66-415d-8347-626c567d1241;
Torriden drive crème hydratante;;;;;;;;;;Yes;22.00;;No;20.00;No;;No;;;each.each;Yes;-3;0;;;;;Torriden;Yes;;https://images.sumup.com/img_73C4BGBP649HSS42QGBGDKSNED;;;;;;;Yes;Torriden drive crème hydratante;;;Yes;45;business;71f36c5e-0239-48e6-80bc-a4c0e1ff6c0b;5c997ccc-62fd-4da7-a8b9-3757c8f51dac;
Torriden moisture sun cream;;;;;;;;;;Yes;21.00;;No;20.00;No;;No;;;each.each;Yes;2;2;;;;;A'pieu;Yes;Purple;https://images.sumup.com/img_2EX4P3A3B395PSX447R7KP7EAZ;;;;;;;Yes;Torriden moisture sun cream;;;Yes;45;business;1c805594-f2df-4f68-ad8d-92f8f7dbfbce;37634cbb-1005-463d-bd27-3d76743170ba;
Torriden oil ;;;;;;;;;;Yes;22.90;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;Torriden;Yes;;https://images.sumup.com/img_325GC386378PTV2K3S3VN6S4W2;;;;;;;Yes;Torriden oil ;;;Yes;45;business;8c2eea29-2e5c-4d48-bd38-1ffc9e11f249;70eef024-a217-4cb5-b5b9-d0e12488b167;
Torriden purple tone up sun cream;;;;;;;;;;Yes;19.00;;No;20.00;No;;No;;;each.each;Yes;4;2;;;;;Torriden;Yes;Light blue;https://images.sumup.com/img_4HMX7PA2GN8448SJD6C5YBD5HW;;;;;;;Yes;Torriden purple tone up sun cream;;;Yes;45;business;16f255e6-7b71-4cab-b9a1-b20ada61ce41;ae2fb95d-c94d-45c9-a5f6-4084569f35b0;
Torriden salicylique acid cleanser;;;;;;;;;;Yes;21.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;Torriden;Yes;Light green;https://images.sumup.com/img_1QM0HECFEK8H1SCV0C69BQVSG0;;;;;;;Yes;Torriden salicylique acid cleanser;;;Yes;45;business;ba06d159-343a-4dc8-8730-6af8341f9348;e5c172a3-051a-4f38-ab2a-bb7a3fa58ce6;
Torriden sun serum;;;;;;;;;;Yes;22.99;;No;20.00;No;;No;;;each.each;Yes;5;2;;;;;Torriden;Yes;Light blue;https://images.sumup.com/img_4MN5Y63K9N9GE8DAV5EF5MY3MR;;;;;;;Yes;Torriden sun serum;;;Yes;45;business;82c392c1-a32a-45d2-9547-da19dbeef766;f180536b-f96d-44f8-98d9-a7ea64bba7da;
Tree hut Pink hibicus;;;;;;;;;;Yes;18.00;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;Tree hut;Yes;Pink;https://images.sumup.com/img_1M2ZCSJKSG8ZJVKQG97BZZ27Y0;;;;;;;Yes;Tree hut Pink hibicus;;;Yes;45;business;75c9afb6-e0d6-43f8-9f68-78606327c3f2;a21c052b-8787-436e-872c-e8378b4099e6;
Tree hut merry mint scrub;;;;;;;;;;Yes;17.99;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;Tree hut;Yes;;https://images.sumup.com/img_7YTXMA97X38CS9N9Z4653BTP7D;;;;;;;Yes;Tree hut merry mint scrub;;;Yes;45;business;ef2f174b-3efc-4b69-9bb0-34cb0f7514fc;a357b264-6e66-47fe-afb0-db605a3ed37c;
Tree hut scrub moroccan rose;;;;;;;;;;Yes;18.00;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;Tree hut;Yes;;https://images.sumup.com/img_0BVR5NNDR48K1TVH74FY63WX3N;;;;;;;Yes;Tree hut scrub moroccan rose;;;Yes;45;business;be786ce8-f9b7-4200-adc1-6d3a7117451e;b8011257-6b40-4b7f-bc44-4c68c281eeca;
Tree hut scrub vanilla;;;;;;;;;;Yes;18.00;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;Tree hut;Yes;;https://images.sumup.com/img_0XT6MKPX3Y93JS6YX3GBQY4HNM;;;;;;;Yes;Tree hut scrub vanilla;;;Yes;45;business;24d49aa8-b561-4fa0-9659-8f71b9895549;72512857-b63b-47f4-b858-3cd0306e7e3d;
VT - reedle shot 300;;;;;;;;;;Yes;29.99;;No;20.00;No;;No;;;each.each;Yes;5;1;;;;;VT Cosmetics ;Yes;Grey;https://images.sumup.com/img_2VV8N9JNZB9B6SPAJHZJYQ328X;;;;;;;Yes;VT reedle shot 300;;;Yes;45;business;370c1875-f08f-4633-932f-b627e288f5d9;649dbb53-0803-49d0-b677-dfeeea18eae0;
VT cica daily mask ;;;;;;;;;;Yes;25.00;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;VT Cosmetics ;Yes;;https://images.sumup.com/img_7D6MP6399780Q98HHVWBTQ4BB8;;;;;;;Yes;VT cica daily mask ;;;Yes;45;business;e6914e6e-e26b-437f-aeb6-10abaf3a0836;d694f634-9f25-47c8-9925-3f4fd1782af2;
W.Dressroom - Moisturizing Perfume Hand Cream 38 Tangerine Farm;;;;;;;;;;Yes;8.00;;No;20.00;No;;No;;;each.each;Yes;1;0;;;;;W.Dressroom;Yes;;https://images.sumup.com/img_1JFZAAK4XC8Q6AMTMAWKDS5WG0;;;;;;;Yes;;;;Yes;45;business;64AB8D65-885B-43EA-8310-F8C267CE7AF5;4ADE8AFE-A2C3-4BFD-A8E8-1F4FF9655EE3;
WHIPPED - Whipped Mugtree Vegan Calming Syrup Ampoule 30ml;;;;;;;;;;Yes;32.00;;No;20.00;;;No;;;each.each;Yes;2;0;;;;;Whipped ;Yes;Dark green;https://images.sumup.com/img_2FKJ2HD4RX92XRG1CZRY26HYX2;;;;;;;No;;;;No;45;business;07378AB3-FB13-4266-8D4A-ACB416FE1FC0;A0BD41A1-B456-49D2-8189-44830C506A75;
WHIPPED - Y ujamong Vegan Vita Syrup Ampoule 30ml;;;;;;;;;;Yes;32.00;;No;20.00;;;No;;;each.each;Yes;1;0;;;;;Whipped ;Yes;Yellow;https://images.sumup.com/img_4K5KRKRKC78ESR5JF3M6QNKZVJ;;;;;;;No;;;;No;45;business;872EDF1B-5F25-4768-91D0-56C22AA5DE94;8145F29F-325C-42ED-AE9B-E5CB64FF2235;
beplain - Mousse nettoyante équilibrante au haricot mung ;;;;;;;;;;Yes;22.00;;No;20.00;;;No;;;each.each;Yes;4;0;;;;;Beplain;Yes;Dark green;https://images.sumup.com/img_6KJ6JKH7F09GRAZTC9EPFFAH3G;;;;;;;Yes;;;;Yes;45;business;C54E1EB5-96AF-42FB-BDBE-6CF85D3A2F22;25C83BEA-EA01-4379-BF4B-96C9CAF5165D;
d'Alba - White Truffle First Spray Serum;;;;;;;;;;Yes;23.99;;No;20.00;No;;No;;;each.each;Yes;2;0;;;;;d'Alba;Yes;Yellow;https://images.sumup.com/img_539KSG2J1D8PEBHQH93JVTPBAF;;;;;;;No;;;;No;45;business;0EC156FE-A699-4619-90D4-4138E37CEEA7;CEE268E6-1FE5-41D8-AFEF-B0CC15EA4F10;
iUNIK - Beta-Glucan 3X Barrier Cream;;;;;;;;;;Yes;21.00;;No;20.00;No;;No;;;each.each;Yes;1;1;;;;;iUNIK;Yes;Grey;https://images.sumup.com/img_33EWE9B3R49HM8ESE3NKME5KJH;;;;;;;Yes;;;;Yes;45;business;848784B2-2C9E-4D83-A488-0DDAD2A7ECE7;22322CBC-E819-4BD2-BED7-0364A2FF5F6B;
iUNIK - Beta-Glucan Power Moisture Serum;;;;;;;;;;Yes;22.50;;No;20.00;No;;No;;;each.each;Yes;0;0;;;;;iUNIK;Yes;Grey;https://images.sumup.com/img_06ABGZ02V687AR7Q4N79R5A8N9;;;;;;;Yes;;;;Yes;45;business;81629E16-0DB5-4C03-9E01-69109682EA2B;2FB11B01-E498-4AB0-AE70-DCE5CFE5D5D2;
iUNIK - Centella Calming Daily Sunscreen;;;;;;;;;;Yes;23.00;;No;20.00;No;;No;;;each.each;Yes;4;2;;;;;iUNIK;Yes;;https://images.sumup.com/img_37CENBMBKN9AFA8C83HHTYJEVR;;;;;;;Yes;;;;Yes;45;business;7D27399F-4A12-46B4-BE0A-6D2585D7F0E5;1263DC75-D35F-404B-9B66-739820BF4C1A;
iUNIK - Centella Calming Gel Cream 60ml;;;;;;;;;;Yes;19.50;;No;20.00;No;;No;;;each.each;Yes;1;2;;;;;iUNIK;Yes;Grey;https://images.sumup.com/img_1Q0BT6HM8P92ERJBEE1KZAYN0K;;;;;;;Yes;;;;Yes;45;business;6B425CFA-F343-4ADF-B4B3-B52D7381A6D4;7F5206CD-7485-4107-A45C-42BBCA20913A;
iUNIK - Cleansing oil ;;;;;;;;;;Yes;22.00;;No;20.00;No;;No;;;each.each;Yes;3;1;;;;;iUNIK;Yes;;https://images.sumup.com/img_2TH0RANF189D6VK3AKR0DN2RTZ;;;;;;;Yes;;;;Yes;45;business;DCA67F43-E679-4B33-AEB4-E1475E12AF18;49ED8873-D218-41A7-A813-0890EDED5E02;
iUNIK - Tea Tree Relief Serum ;;;;;;;;;;Yes;22.50;;No;20.00;No;;No;;;each.each;Yes;4;2;;;;;iUNIK;Yes;;https://images.sumup.com/img_5MCQ8CEKQA9ADSTABSGR0X4C0J;;;;;;;Yes;;;;Yes;45;business;E19D84A3-D5AD-4439-8CFF-52545749DA11;3215204F-C473-4E8A-8F48-EE9819680021;
